chr20 314400 314401 33 100
chr20 314442 314443 27 92
chr20 314476 314477 23 100
chr20 314520 314521 26 92
chr20 314593 314594 25 88
chr20 314607 314608 23 74
chr20 314618 314619 18 89
chr20 314623 314624 17 48
chr20 314661 314662 16 94
chr20 315260 315261 20 90
chr20 315348 315349 28 100
chr20 315387 315388 26 92
chr20 315430 315431 19 100
chr20 315480 315481 24 100
chr20 315651 315652 26 100
chr20 315762 315763 20 100
chr20 315777 315778 22 95
chr20 315808 315809 26 93
chr20 315841 315842 21 86
chr20 315877 315878 17 100
chr20 315887 315888 18 100
chr20 315891 315892 18 100
chr20 315930 315931 25 88
chr20 316214 316215 31 100
chr20 316240 316241 32 94
chr20 316245 316246 33 100
chr20 316966 316967 29 93
chr20 317037 317038 26 96
chr20 317145 317146 17 100
chr20 317249 317250 20 95
chr20 317260 317261 26 100
chr20 317293 317294 32 93
chr20 317300 317301 30 83
chr20 317338 317339 24 100
chr20 317347 317348 26 96
chr20 317546 317547 19 95
chr20 317562 317563 24 88
chr20 317582 317583 25 72
chr20 317620 317621 19 100
chr20 317673 317674 14 100
chr20 317679 317680 14 100
chr20 317689 317690 15 93
chr20 317747 317748 19 90
chr20 317767 317768 14 93
chr20 317814 317815 11 100
chr20 317826 317827 12 100
chr20 317830 317831 11 100
chr20 317850 317851 13 100
chr20 317882 317883 14 86
chr20 317906 317907 16 100
chr20 317944 317945 13 100
chr20 317952 317953 19 100
chr20 317990 317991 23 100
chr20 318036 318037 25 96
chr20 318078 318079 15 86
chr20 318099 318100 16 88
chr20 318107 318108 17 94
chr20 318244 318245 22 96
chr20 318276 318277 24 100
chr20 318338 318339 23 96
chr20 318350 318351 21 100
chr20 318426 318427 23 96
chr20 318434 318435 25 100
chr20 318473 318474 29 96
chr20 318518 318519 34 100
chr20 318531 318532 31 100
chr20 318541 318542 32 100
chr20 318728 318729 23 96
chr20 318757 318758 22 95
chr20 318764 318765 22 87
chr20 318820 318821 17 94
chr20 318822 318823 18 100
chr20 318853 318854 8 0
chr20 318906 318907 11 100
chr20 318947 318948 10 70
chr20 318964 318965 12 100
chr20 318970 318971 11 91
chr20 318980 318981 13 92
chr20 319013 319014 10 100
chr20 319053 319054 8 100
chr20 319061 319062 10 100
chr20 319069 319070 14 86
chr20 319097 319098 15 93
chr20 319101 319102 15 93
chr20 319113 319114 15 93
chr20 319155 319156 15 100
chr20 319163 319164 13 100
chr20 319181 319182 17 88
chr20 319195 319196 17 100
chr20 319197 319198 19 100
chr20 319235 319236 24 100
chr20 319240 319241 24 100
chr20 319325 319326 29 96
chr20 319336 319337 29 100
chr20 319361 319362 24 100
chr20 319365 319366 22 100
chr20 319405 319406 22 86
chr20 319410 319411 19 84
chr20 319414 319415 17 89
chr20 319437 319438 13 69
chr20 319460 319461 16 88
chr20 319468 319469 14 86
chr20 319500 319501 18 94
chr20 319510 319511 17 94
chr20 319554 319555 17 88
chr20 319596 319597 9 100
chr20 319625 319626 6 67
chr20 319836 319837 43 95
chr20 319975 319976 27 100
chr20 319979 319980 26 35
chr20 319983 319984 23 100
chr20 320007 320008 18 28
chr20 320028 320029 18 89
chr20 320032 320033 19 100
chr20 320039 320040 19 95
chr20 320063 320064 16 100
chr20 320083 320084 15 100
chr20 320111 320112 19 90
chr20 320179 320180 28 82
chr20 320209 320210 21 95
chr20 320535 320536 42 98
chr20 320575 320576 38 76
chr20 320658 320659 30 93
chr20 320733 320734 28 68
chr20 320767 320768 34 91
chr20 320980 320981 22 82
chr20 320984 320985 21 91
chr20 321033 321034 25 100
chr20 321074 321075 27 81
chr20 321122 321123 35 94
chr20 321134 321135 30 93
chr20 321178 321179 18 78
chr20 321186 321187 16 94
chr20 321193 321194 15 100
chr20 321210 321211 6 100
chr20 321218 321219 4 100
chr20 321224 321225 3 100
chr20 321393 321394 29 100
chr20 321488 321489 30 80
chr20 321520 321521 28 89
chr20 321525 321526 25 64
chr20 321589 321590 29 93
chr20 321668 321669 25 100
chr20 321711 321712 32 94
chr20 321757 321758 29 62
chr20 321806 321807 28 96
chr20 321836 321837 28 96
chr20 321846 321847 28 93
chr20 322005 322006 18 100
chr20 322125 322126 18 89
chr20 322182 322183 19 90
chr20 322258 322259 34 97
chr20 322267 322268 34 100
chr20 322300 322301 35 80
chr20 322613 322614 52 85
chr20 322742 322743 33 79
chr20 322836 322837 27 48
chr20 322875 322876 21 86
chr20 323329 323330 24 33
chr20 323511 323512 18 100
chr20 323596 323597 24 71
chr20 323613 323614 23 96
chr20 323630 323631 20 65
chr20 323674 323675 13 77
chr20 323676 323677 12 75
chr20 323734 323735 22 32
chr20 323742 323743 23 57
chr20 323749 323750 22 18
chr20 323772 323773 19 69
chr20 323776 323777 21 72
chr20 323819 323820 27 30
chr20 323821 323822 27 40
chr20 323826 323827 24 42
chr20 323995 323996 25 0
chr20 324034 324035 12 0
chr20 324067 324068 6 0
chr20 324076 324077 6 0
chr20 324084 324085 7 0
chr20 324129 324130 6 0
chr20 324182 324183 2 0
chr20 324189 324190 4 0
chr20 324191 324192 5 0
chr20 324194 324195 5 0
chr20 324196 324197 5 0
chr20 324202 324203 4 0
chr20 324209 324210 6 0
chr20 324223 324224 7 0
chr20 324242 324243 8 0
chr20 324256 324257 8 0
chr20 324260 324261 8 0
chr20 324284 324285 10 0
chr20 324293 324294 9 0
chr20 324320 324321 8 0
chr20 324325 324326 7 0
chr20 324333 324334 7 0
chr20 324360 324361 9 11
chr20 324391 324392 8 0
chr20 324402 324403 7 0
chr20 324415 324416 6 0
chr20 324427 324428 6 0
chr20 324430 324431 5 0
chr20 324433 324434 5 0
chr20 324457 324458 6 0
chr20 324464 324465 6 0
chr20 324478 324479 7 0
chr20 324492 324493 6 0
chr20 324502 324503 7 0
chr20 324508 324509 7 0
chr20 324510 324511 7 0
chr20 324512 324513 7 0
chr20 324523 324524 7 0
chr20 324528 324529 9 11
chr20 324530 324531 10 0
chr20 324535 324536 12 0
chr20 324540 324541 11 0
chr20 324548 324549 12 0
chr20 324554 324555 12 0
chr20 324572 324573 13 0
chr20 324577 324578 13 0
chr20 324589 324590 14 0
chr20 324612 324613 16 6
chr20 324615 324616 15 0
chr20 324617 324618 15 0
chr20 324626 324627 17 0
chr20 324633 324634 18 0
chr20 324644 324645 16 0
chr20 324670 324671 21 0
chr20 324678 324679 20 0
chr20 324686 324687 20 0
chr20 324693 324694 19 0
chr20 324699 324700 19 0
chr20 324713 324714 16 0
chr20 324722 324723 16 0
chr20 324751 324752 16 0
chr20 324761 324762 16 0
chr20 324763 324764 15 0
chr20 324801 324802 18 0
chr20 324803 324804 19 0
chr20 324816 324817 25 0
chr20 324830 324831 22 0
chr20 324838 324839 21 0
chr20 324892 324893 28 0
chr20 324910 324911 17 0
chr20 324914 324915 18 0
chr20 324991 324992 39 0
chr20 325011 325012 40 0
chr20 325027 325028 34 0
chr20 325041 325042 29 0
chr20 325100 325101 31 3
chr20 325108 325109 30 0
chr20 325129 325130 32 0
chr20 325145 325146 32 0
chr20 325157 325158 31 0
chr20 325184 325185 15 0
chr20 325186 325187 15 0
chr20 325201 325202 12 0
chr20 325208 325209 9 0
chr20 325227 325228 4 0
chr20 325229 325230 4 0
chr20 325272 325273 9 0
chr20 325278 325279 9 0
chr20 325281 325282 9 22
chr20 325301 325302 8 0
chr20 325303 325304 7 0
chr20 325309 325310 7 0
chr20 325319 325320 7 0
chr20 325326 325327 7 43
chr20 325333 325334 7 0
chr20 325338 325339 7 0
chr20 325343 325344 5 0
chr20 325346 325347 6 0
chr20 325353 325354 6 0
chr20 325373 325374 6 0
chr20 325392 325393 8 0
chr20 325399 325400 8 0
chr20 325401 325402 8 0
chr20 325404 325405 8 0
chr20 325408 325409 11 0
chr20 325412 325413 11 0
chr20 325414 325415 11 0
chr20 325419 325420 11 9
chr20 325426 325427 11 0
chr20 325430 325431 10 0
chr20 325441 325442 10 0
chr20 325450 325451 9 0
chr20 325461 325462 6 0
chr20 325466 325467 6 0
chr20 325472 325473 6 0
chr20 325474 325475 6 0
chr20 325476 325477 6 0
chr20 325478 325479 5 0
chr20 325481 325482 5 0
chr20 325486 325487 5 0
chr20 325491 325492 5 0
chr20 325497 325498 5 0
chr20 325500 325501 6 0
chr20 325518 325519 4 0
chr20 325520 325521 4 0
chr20 325522 325523 4 0
chr20 325525 325526 4 0
chr20 325528 325529 5 0
chr20 325534 325535 4 0
chr20 325536 325537 4 0
chr20 325538 325539 5 0
chr20 325560 325561 4 0
chr20 325563 325564 4 0
chr20 325566 325567 3 0
chr20 325570 325571 2 0
chr20 325574 325575 2 0
chr20 325581 325582 2 0
chr20 325584 325585 2 0
chr20 325586 325587 2 0
chr20 325588 325589 3 0
chr20 325590 325591 3 0
chr20 325595 325596 3 0
chr20 325597 325598 3 0
chr20 325600 325601 3 0
chr20 325626 325627 4 0
chr20 325628 325629 3 0
chr20 325636 325637 4 0
chr20 325645 325646 4 0
chr20 325653 325654 4 0
chr20 325660 325661 3 0
chr20 325689 325690 5 0
chr20 325699 325700 7 0
chr20 325705 325706 6 0
chr20 325708 325709 6 0
chr20 325714 325715 6 0
chr20 325716 325717 6 17
chr20 325719 325720 6 0
chr20 325725 325726 6 0
chr20 325735 325736 5 0
chr20 325737 325738 4 0
chr20 325754 325755 5 0
chr20 325757 325758 5 0
chr20 325761 325762 5 0
chr20 325770 325771 5 0
chr20 325774 325775 4 0
chr20 325786 325787 4 0
chr20 325798 325799 3 0
chr20 325800 325801 3 0
chr20 325807 325808 4 0
chr20 325812 325813 4 0
chr20 325817 325818 4 0
chr20 325819 325820 5 0
chr20 325824 325825 7 0
chr20 325830 325831 7 0
chr20 325838 325839 6 0
chr20 325841 325842 7 0
chr20 325844 325845 7 0
chr20 325869 325870 5 0
chr20 325871 325872 5 0
chr20 325880 325881 5 20
chr20 325884 325885 6 0
chr20 325891 325892 5 0
chr20 325894 325895 5 0
chr20 325897 325898 6 0
chr20 325904 325905 7 0
chr20 325910 325911 8 0
chr20 325920 325921 8 0
chr20 325922 325923 7 0
chr20 325936 325937 10 0
chr20 325941 325942 9 0
chr20 325943 325944 10 0
chr20 325954 325955 11 0
chr20 325959 325960 11 0
chr20 325962 325963 11 0
chr20 325967 325968 11 0
chr20 325970 325971 12 0
chr20 325976 325977 14 7
chr20 325983 325984 14 7
chr20 325988 325989 13 0
chr20 325992 325993 13 0
chr20 326003 326004 13 0
chr20 326005 326006 12 0
chr20 326007 326008 12 0
chr20 326013 326014 12 8
chr20 326030 326031 11 0
chr20 326034 326035 13 0
chr20 326051 326052 14 0
chr20 326058 326059 12 0
chr20 326075 326076 11 0
chr20 326082 326083 11 0
chr20 326086 326087 11 0
chr20 326089 326090 11 0
chr20 326112 326113 11 0
chr20 326124 326125 13 0
chr20 326127 326128 14 0
chr20 326140 326141 9 0
chr20 326149 326150 9 0
chr20 326152 326153 10 0
chr20 326174 326175 11 0
chr20 326186 326187 10 10
chr20 326190 326191 11 0
chr20 326194 326195 14 0
chr20 326201 326202 13 0
chr20 326206 326207 13 0
chr20 326212 326213 14 0
chr20 326228 326229 11 0
chr20 326237 326238 12 0
chr20 326251 326252 11 0
chr20 326255 326256 10 0
chr20 326257 326258 9 0
chr20 326276 326277 9 0
chr20 326280 326281 8 0
chr20 326288 326289 7 0
chr20 326290 326291 7 0
chr20 326296 326297 6 0
chr20 326304 326305 8 0
chr20 326313 326314 6 0
chr20 326319 326320 6 0
chr20 326326 326327 7 0
chr20 326337 326338 6 0
chr20 326342 326343 6 0
chr20 326356 326357 6 0
chr20 326358 326359 6 0
chr20 326365 326366 4 0
chr20 326368 326369 4 0
chr20 326375 326376 4 0
chr20 326394 326395 6 0
chr20 326399 326400 6 0
chr20 326402 326403 6 0
chr20 326405 326406 6 0
chr20 326409 326410 6 0
chr20 326415 326416 6 0
chr20 326418 326419 7 0
chr20 326427 326428 7 0
chr20 326430 326431 8 0
chr20 326433 326434 8 0
chr20 326452 326453 7 0
chr20 326460 326461 7 0
chr20 326468 326469 8 0
chr20 326473 326474 7 0
chr20 326495 326496 8 0
chr20 326498 326499 8 0
chr20 326503 326504 6 0
chr20 326508 326509 6 0
chr20 326512 326513 6 0
chr20 326522 326523 3 0
chr20 326527 326528 3 0
chr20 326529 326530 2 0
chr20 326540 326541 2 0
chr20 326543 326544 2 0
chr20 326547 326548 2 0
chr20 326555 326556 4 0
chr20 326559 326560 4 0
chr20 326562 326563 4 0
chr20 326565 326566 4 0
chr20 326568 326569 3 0
chr20 326571 326572 3 0
chr20 326579 326580 5 0
chr20 326585 326586 4 0
chr20 326588 326589 5 0
chr20 326595 326596 6 0
chr20 326603 326604 5 0
chr20 326624 326625 7 0
chr20 326630 326631 8 0
chr20 326654 326655 6 0
chr20 326660 326661 6 0
chr20 326663 326664 9 0
chr20 326675 326676 9 0
chr20 326708 326709 9 0
chr20 326712 326713 9 0
chr20 326727 326728 7 0
chr20 326737 326738 7 0
chr20 326739 326740 7 0
chr20 326744 326745 7 0
chr20 326762 326763 6 0
chr20 326768 326769 5 0
chr20 326771 326772 5 0
chr20 326778 326779 4 0
chr20 326786 326787 5 0
chr20 326802 326803 11 0
chr20 326811 326812 11 9
chr20 326820 326821 13 0
chr20 326822 326823 13 0
chr20 326833 326834 10 0
chr20 326837 326838 13 0
chr20 326847 326848 12 0
chr20 326878 326879 10 0
chr20 326884 326885 10 0
chr20 326889 326890 9 0
chr20 326891 326892 8 0
chr20 326895 326896 8 0
chr20 326944 326945 4 0
chr20 326951 326952 4 0
chr20 326972 326973 5 0
chr20 326974 326975 5 0
chr20 326995 326996 4 0
chr20 327034 327035 4 0
chr20 327075 327076 6 0
chr20 327096 327097 8 0
chr20 327099 327100 6 17
chr20 327137 327138 7 0
chr20 327149 327150 8 0
chr20 327191 327192 5 0
chr20 327201 327202 7 0
chr20 327207 327208 6 0
chr20 327216 327217 7 0
chr20 327233 327234 8 0
chr20 327250 327251 6 0
chr20 327254 327255 6 0
chr20 327259 327260 6 0
chr20 327281 327282 5 0
chr20 327286 327287 7 0
chr20 327290 327291 6 0
chr20 327300 327301 6 0
chr20 327304 327305 5 0
chr20 327306 327307 5 0
chr20 327315 327316 5 0
chr20 327342 327343 5 0
chr20 327359 327360 7 0
chr20 327364 327365 6 0
chr20 327374 327375 4 0
chr20 327382 327383 5 0
chr20 327401 327402 6 0
chr20 327405 327406 7 14
chr20 327446 327447 9 0
chr20 327452 327453 8 0
chr20 327461 327462 6 17
chr20 327465 327466 6 0
chr20 327470 327471 6 0
chr20 327480 327481 5 0
chr20 327486 327487 5 0
chr20 327497 327498 7 0
chr20 327520 327521 7 0
chr20 327549 327550 6 0
chr20 327554 327555 7 0
chr20 327557 327558 7 0
chr20 327581 327582 10 0
chr20 327633 327634 15 0
chr20 327656 327657 18 0
chr20 327658 327659 18 0
chr20 327671 327672 15 7
chr20 327675 327676 15 7
chr20 327677 327678 15 0
chr20 327704 327705 15 0
chr20 327888 327889 24 21
chr20 327911 327912 12 25
chr20 327916 327917 21 5
chr20 327969 327970 23 35
chr20 328014 328015 24 33
chr20 328047 328048 23 35
chr20 328079 328080 18 0
chr20 328110 328111 14 43
chr20 328125 328126 13 15
chr20 328136 328137 13 0
chr20 328147 328148 13 0
chr20 328165 328166 13 15
chr20 328207 328208 18 5
chr20 328242 328243 18 34
chr20 328245 328246 18 39
chr20 328261 328262 16 38
chr20 328266 328267 16 25
chr20 328274 328275 13 8
chr20 328317 328318 13 0
chr20 328320 328321 14 22
chr20 328336 328337 13 0
chr20 328384 328385 16 31
chr20 328400 328401 18 56
chr20 328438 328439 22 87
chr20 328440 328441 22 78
chr20 328446 328447 19 58
chr20 328449 328450 19 84
chr20 328491 328492 20 25
chr20 328510 328511 15 47
chr20 328579 328580 19 21
chr20 328630 328631 16 94
chr20 328686 328687 18 84
chr20 328726 328727 22 5
chr20 328799 328800 24 25
chr20 328814 328815 23 35
chr20 328931 328932 20 25
chr20 329149 329150 30 67
chr20 329255 329256 27 30
chr20 329280 329281 27 8
chr20 329356 329357 20 45
chr20 329384 329385 16 82
chr20 329477 329478 18 33
chr20 329571 329572 20 100
chr20 329847 329848 12 50
chr20 329957 329958 19 63
chr20 329990 329991 20 95
chr20 330070 330071 8 25
chr20 330119 330120 8 87
chr20 330327 330328 30 80
chr20 330331 330332 31 94
chr20 330363 330364 35 89
chr20 330420 330421 21 43
chr20 330447 330448 20 25
chr20 330494 330495 23 74
chr20 330526 330527 24 88
chr20 330570 330571 31 32
chr20 330586 330587 25 36
chr20 330653 330654 13 8
chr20 330722 330723 9 0
chr20 330811 330812 22 9
chr20 330847 330848 21 0
chr20 330945 330946 23 87
chr20 330975 330976 29 93
chr20 331114 331115 27 96
chr20 331156 331157 17 94
chr20 331484 331485 22 100
chr20 331546 331547 20 95
chr20 331558 331559 18 89
chr20 331604 331605 17 94
chr20 331617 331618 16 100
chr20 331664 331665 12 100
chr20 331989 331990 29 76
chr20 332100 332101 19 69
chr20 332376 332377 19 100
chr20 332480 332481 16 100
chr20 332494 332495 15 93
chr20 332539 332540 13 100
chr20 332677 332678 24 88
chr20 332760 332761 20 95
chr20 332812 332813 24 96
chr20 332820 332821 29 97
chr20 332832 332833 33 94
chr20 332892 332893 30 93
chr20 332915 332916 28 93
chr20 332954 332955 20 85
chr20 333048 333049 14 100
chr20 333082 333083 16 81
chr20 333170 333171 29 100
chr20 333484 333485 22 100
chr20 333591 333592 25 88
chr20 333615 333616 27 93
chr20 333774 333775 18 100
chr20 333776 333777 19 79
chr20 333788 333789 18 94
chr20 333809 333810 21 95
chr20 333880 333881 24 96
chr20 334029 334030 27 52
chr20 334151 334152 19 100
chr20 334159 334160 16 88
chr20 334208 334209 18 94
chr20 334215 334216 14 93
chr20 334427 334428 33 85
chr20 334605 334606 23 100
chr20 334677 334678 20 65
chr20 334876 334877 14 100
chr20 334878 334879 14 100
chr20 334883 334884 14 100
chr20 334913 334914 9 100
chr20 334938 334939 15 93
chr20 334955 334956 17 94
chr20 335132 335133 28 89
chr20 335152 335153 30 94
chr20 335197 335198 36 97
chr20 335284 335285 28 89
chr20 335305 335306 23 87
chr20 335336 335337 21 100
chr20 335409 335410 30 47
chr20 335497 335498 20 95
chr20 335512 335513 19 95
chr20 335542 335543 21 100
chr20 335566 335567 23 96
chr20 335727 335728 22 78
chr20 335764 335765 23 91
chr20 336427 336428 13 92
chr20 336451 336452 21 95
chr20 336457 336458 22 100
chr20 336474 336475 24 100
chr20 336537 336538 27 96
chr20 336607 336608 32 100
chr20 336757 336758 31 68
chr20 336815 336816 30 93
chr20 336846 336847 26 96
chr20 336857 336858 25 100
chr20 336900 336901 24 100
chr20 337022 337023 24 91
chr20 337064 337065 26 96
chr20 337115 337116 43 93
chr20 337178 337179 51 74
chr20 337496 337497 28 100
chr20 337499 337500 28 96
chr20 337570 337571 20 95
chr20 337574 337575 20 95
chr20 337586 337587 17 88
chr20 337638 337639 14 93
chr20 337646 337647 13 100
chr20 337708 337709 8 63
chr20 337740 337741 5 60
chr20 337835 337836 23 100
chr20 338029 338030 27 81
chr20 338180 338181 46 93
chr20 338483 338484 14 93
chr20 338538 338539 12 92
chr20 338568 338569 8 100
chr20 338688 338689 8 100
chr20 339047 339048 19 100
chr20 339348 339349 24 79
chr20 339376 339377 25 92
chr20 339381 339382 23 91
chr20 339385 339386 24 96
chr20 339408 339409 22 100
chr20 339509 339510 21 100
chr20 339634 339635 25 76
chr20 340006 340007 10 80
chr20 340022 340023 12 67
chr20 340063 340064 24 96
